,text,sentiment
801587,sleep thought Better,1
801588,best he well hope wish better get regard,1
801589,morning web Hope sleep debt nice,1
801590,Corey sleeper Korea,1
801591,foot fine Yay say,1
801592,handwrote butcher feel doesnt stretched today though heading make worthwhile paper,1
801593,time KOR Intending Installing finish,1
801594,jump Washing thought bad away positive stepping shower About,1
801595,band please Will reply Awesome Yes remember,1
801596,ignore guess number reply saw,1
801597,share want Rossi torture tweet old baby much dont soo,1
801598,gotmilk milk enjoy,1
801599,Natasha today made happy saw,1
801600,Rosario Chat studying Gold much Kaya Library Moffitt Ate,1
801601,done forgot haha lmaz DB twitter moment excited,1
801602,certainly Yes,1
801603,year wouldnt experience area wasnt rain Portland Easter,1
801604,cheer birthday soon,1
801605,keep maintain posted cant expectation batted hope Shooting update huh weekend breath,1
801606,yesterday Getting feel ready fresh work,1
801607,site,1
801608,right batch made sleep desire likely Ill dummy fresh koolaid,1
801609,yay following best shit try entertain twitter via Ill,1
801610,really downloaded track awesome trying,1
801611,thank And still sad Runner Congratulations much shock House miss But,1
801612,poker ER addictive,1
801613,referral TW thanks bought Mediatemple,1
801614,Debts,1
801615,hookitUPPPP ill saying much thanks dov git hey,1
801616,could question australia anything get present would,1
801617,find thats cute would excellent,1
801618,like Yep better would Probably thought,1
801619,ill time man tell talk one day long story,1
801620,Well time even good hope coffee,1
801621,thanks,1
801622,US feel good productstheyre love smell product,1
801623,need if jar spoon,1
801624,musical find John Charles Elton idol much Listening look didnt hmm enough,1
801625,like luv frenzy war day another battlefield definitely today cricket felt,1
801626,ill finally hit lol club well frd month big,1
801627,got Twitter fun Check grade,1
801628,Now Voodoo else play accident dock Won something win twitter hide without auto opening,1
801629,Miss house like quotation Hope well true youre,1
801630,Cherry beautiful blossom spring love soon,1
801631,happy sunny today Its,1
801632,math useful suck really sex sort well mental image understand,1
801633,mind never OL monitor second enough,1
801634,ISIS Germany Crisis Over RE,1
801635,Well night Good bed tweet mall heading early since,1
801636,worth feel job good annoying definitely sometimes end working yeah,1
801637,ill optimism season Mariners fan winning true take,1
801638,tha still item jamie panama jam pricing flyer plan next Friday underground work finishing finalizing,1
801639,Can HER,1
801640,love music Greeting Poland,1
801641,see come cant wait Portland Ill def,1
801642,forgot There article almost twitter magazine way male,1
801643,get haha bored voicemail,1
801644,inclusive Berlin quite board waiting train Were CE free service atmosphere relaxed,1
801645,computer grandmother Updating fun Always stuff,1
801646,Sitting Craving mom tea work,1
801647,like helpful feel school need kid innocent personally little,1
801648,Gables watch Anne younger sister used Green remember,1
801649,hon okay Ive Thanks nasty thats received already gram would knew happen But,1
801650,talk glove today much FC hope thanks later kiss fine yeah miss,1
801651,are night Bizarre Twitter Wondering last,1
801652,morning sunny Its day Good everyone,1
801653,bru Houston morning day pint spending Were cheer delayed,1
801654,please thank DD EVERYONE EY US,1
801655,contrast Safe travel move new,1
801656,suggest watching hill VE hooked addiction start get youre,1
801657,week pic return movie Monday bunny,1
801658,half who Look naked,1
801659,blog transmission amp friend Latest American repeat Hope Canadian post dig,1
801660,belong like And listen audio dont video people let exercise face walking podcasts driving,1
801661,profile enjoying etc Will Off Really bed Doi update pic tomorrow,1
801662,painting Sleeeepin rest Got ta finish,1
801663,movie staying awake problem alex,1
801664,uni wintering,1
801665,thanks,1
801666,year African one best old life holiday hobby Kenya South amazing,1
801667,love music Poland Greetings,1
801668,gon na Getting survive day Tax FINAL long Gh Finance ready ED Micro baby month hey ahead Super,1
801669,baker pizza waiting,1
801670,DVD tuned Stay coming channel soon fine update,1
801671,Finally something smile thanks,1
801672,serious Thats one gotten trouble follower least person Yes,1
801673,see getting splash,1
801674,Red keep Yeah one day Dwarf alone busy,1
801675,bet,1
801676,Only got leftarm hour yyyy phe died shot good easy nobody night day rest tonight work,1
801677,year seeing common open door marriage place sadly,1
801678,bank band say melendez john tonight kevin show hello tea,1
801679,Tired area po doctor vega la found,1
801680,run Yeah happening Its Store around Bells maybe Saturday later sure contest Billabong,1
801681,car Love Beatles thanks walking listening guy,1
801682,three week day day working every,1
801683,movie golden entry quot ticket train Circlequot premiere Trek Reserve Star,1
801684,done reading watching week Youve gave better news four,1
801685,morning them pain Philip,1
801686,first ever vote joined Battle BOT guy okay,1
801687,nga intentional panda ang,1
801688,doi bed nothing watching latin,1
801689,Morning Good TwitEarth,1
801690,zone time much different way coffee,1
801691,mau www don diajarin,1
801692,good crystal,1
801693,posted blog single check,1
801694,awe Wow Firebox Totally tool Firefox cool,1
801695,home Paddington nearly,1
801696,podcasts laptop,1
801697,gaming need More straighten You equal happiness,1
801698,morning summer Sleep sweet Then boy smell Tampa,1
801699,boat,1
801700,ridiculous make Adrian show shes mine hate ppl What look everything stand way kept,1
801701,see roll,1
801702,Curb intelligent HILARIOUS material absolutely cant season wait inventive new,1
801703,saved setting PeopleBrowsr group sure cloud column limit love,1
801704,fun twitter Now How,1
801705,profile went amp harder random shit jus song honestly page make Myspace work,1
801706,fuzzy doesnt cry love,1
801707,put course read question,1
801708,candy time girl Joy Love happy Fun think Smile mean,1
801709,Gables early Had book back Anne Still horribly cover yep Green remember,1
801710,prompt general man inevitable tired Let quotWhen lifequot saying comment,1
801711,nicole target love iii,1
801712,make scandalous Lets sound music sad happy thats,1
801713,kidding Just anymore spam all wont,1
801714,youre openingday welcome ROD,1
801715,funny Hulucom clip show Watching,1
801716,right outright know Not work wayquot way client Yes,1
801717,feed say best cooky life Ill,1
801718,like logging weight nothing vid loss new felt Posting,1
801719,Goodnight,1
801720,sugar yes hydrate quickly salt,1
801721,chat could make question Thats know good Exeter let guess dont,1
801722,Monday awesome bar,1
801723,Cute shirt,1
801724,morning like good praying song,1
801725,meant tape vacationquot cassette quotsummer Apps,1
801726,fix Will space server fancy May Everything happen,1
801727,retailer packing another order NEW,1
801728,opening plus singapore getting living little maybe travel started far,1
801729,see good info,1
801730,Well search pot gold think,1
801731,Going go bed life grand show pretty,1
801732,please pro let Networking know Anybody hiring Atlanta looking,1
801733,focus there wed group fun signed hear hope cool hey,1
801734,Trying Figure Out Twitter This Thing,1
801735,done like bad listen infatuated recording Ive follower twitter many You dont Too,1
801736,TweetDeck support,1
801737,Drinking morning Red Wiki love Bull,1
801738,new inducted tonight Officers,1
801739,yes know bias haha anything political cooky cable sure dont news cool would pretty,1
801740,please thank DD EVERYONE EY US,1
801741,sunny day another ahead looooooong,1
801742,Dont let along coming stop,1
801743,Morning Gooooooooood bring wonder head day today song stuck Ill Twitterville,1
801744,like going french word try harderits sorry youre look,1
801745,money like saving,1
801746,lot time funvegas good thanks always,1
801747,quite like Mmmm good Sunshine Cyprus pleased weather turkey forecast year last look,1
801748,Big kicking bikini workout Brenton butt Yes thanks Hello shape body,1
801749,walk cigarette shop short taken Ava buy,1
801750,God going bed good laying hope high OD,1
801751,Will Pukkelpop house good coming think Wohoooo coffee invite,1
801752,trench typed wargames Just States forumbased massive defense warfare Papal geopolitical plan,1
801753,right positive around people thanks Always nice,1
801754,dude yes hey whats,1
801755,Awesome Ill try chop,1
801756,morning Feeling bit let lie rushing better get nice mean work,1
801757,argued spoke defense ahupuaa Mom Afterwards,1
801758,Thanks yesterday featuring Noteable,1
801759,twittheads spiritual need night bed praying future promising excited cleanse,1
801760,glad breaking easter head break weyburn cant tired almost sleep wait soon soo,1
801761,crocheted afghanartistry washcloth store,1
801762,time watch Must suddenly fly chopstick eat Kid catch oriental urge Karate,1
801763,Mmmm wing,1
801764,find could positive tweet book take page consistently last extraordinarily tweet Given,1
801765,please ill want OD hangar send anything chris dont clothing,1
801766,Man talk cool back nag hand doesnt Iron better NOOOOOOOOO way woman,1
801767,wat bed doinggggg,1
801768,raining check time back Sleep Ill tomorrow check,1
801769,sugar cereal You Hello load,1
801770,new car morning picked,1
801771,lol funny thats,1
801772,coloring,1
801773,sadness credited movie,1
801774,Well ruining another verge completely dont planet think working started Time,1
801775,like supportive friendly he well though always big brother,1
801776,crazy worldhahahha welcome welllook well twitter,1
